#ID	gene_id
gp_6737	ENSG00000144959
gp_6738	ENSG00000144959
gp_6739	ENSG00000144959
gp_6741	ENSG00000079931
gp_6742	ENSG00000079931
gp_6743	ENSG00000079931
gp_6744	ENSG00000079931
gp_6745	ENSG00000079931
gp_6746	ENSG00000079931
gp_6747	ENSG00000079931
gp_6748	ENSG00000164303
gp_6749	ENSG00000164303
gp_6750	ENSG00000164303
gp_6751	ENSG00000164303
gp_6752	ENSG00000164303
gp_6753	ENSG00000164303
gp_6754	ENSG00000164303
gp_6755	ENSG00000183801
gp_6756	ENSG00000183801
gp_6757	ENSG00000183801
gp_6758	ENSG00000183801
gp_6759	ENSG00000183801
gp_6760	ENSG00000183801
gp_6761	ENSG00000174938
gp_6762	ENSG00000174938
gp_6763	ENSG00000174938
gp_6764	ENSG00000167178
gp_6765	ENSG00000167178
gp_6771	ENSG00000156535
gp_6772	ENSG00000156535
gp_6773	ENSG00000156535
gp_6774	ENSG00000156535
gp_6775	ENSG00000156535
gp_6776	ENSG00000156535
gp_6777	ENSG00000156535
gp_6778	ENSG00000156535
gp_6779	ENSG00000172292
gp_6780	ENSG00000172292
gp_6781	ENSG00000172292
gp_6782	ENSG00000172292
gp_6783	ENSG00000172292
gp_6784	ENSG00000172292
gp_6789	ENSG00000178904
gp_6790	ENSG00000110427
gp_6791	ENSG00000110427
gp_6792	ENSG00000110427
gp_6793	ENSG00000110427
gp_6794	ENSG00000110427
gp_6795	ENSG00000197121
gp_6796	ENSG00000197121
gp_6797	ENSG00000197121
gp_6798	ENSG00000197121
gp_6799	ENSG00000197121
gp_6800	ENSG00000197121
gp_6801	ENSG00000197121
gp_6802	ENSG00000197121
gp_6803	ENSG00000197121
gp_6804	ENSG00000171798
gp_6805	ENSG00000197157
gp_6806	ENSG00000159164
gp_6807	ENSG00000159164
gp_6808	ENSG00000159164
gp_6809	ENSG00000159164
gp_6810	ENSG00000159164
gp_6811	ENSG00000159164
gp_6812	ENSG00000159164
gp_6813	ENSG00000159164
gp_6814	ENSG00000159164
gp_6815	ENSG00000159164
gp_6816	ENSG00000159164
gp_6817	ENSG00000159164
gp_6818	ENSG00000159164
gp_6819	ENSG00000159164
gp_6820	ENSG00000159164
gp_6821	ENSG00000159164
gp_6822	ENSG00000159164
gp_6823	ENSG00000159164
gp_6824	ENSG00000159164
gp_6825	ENSG00000174173
gp_6826	ENSG00000185518
gp_6827	ENSG00000185518
gp_6828	ENSG00000185518
gp_6829	ENSG00000185518
gp_6830	ENSG00000185518
gp_6831	ENSG00000185518
gp_6832	ENSG00000185518
gp_6833	ENSG00000185518
gp_6834	ENSG00000185518
gp_6835	ENSG00000185518
gp_6836	ENSG00000273749
gp_6837	ENSG00000168090
gp_6838	ENSG00000178567
gp_6844	ENSG00000099219
gp_6845	ENSG00000099219
gp_6846	ENSG00000099219
gp_6847	ENSG00000099219
gp_6849	ENSG00000172260
gp_6850	ENSG00000172260
gp_6851	ENSG00000172260
gp_6852	ENSG00000172260
gp_6853	ENSG00000172260
gp_6854	ENSG00000172260
gp_6855	ENSG00000172260
gp_6856	ENSG00000172260
gp_6857	ENSG00000172260
gp_6858	ENSG00000172260
gp_6859	ENSG00000172260
gp_6860	ENSG00000172260
gp_6861	ENSG00000172260
gp_6862	ENSG00000172260
gp_6863	ENSG00000172260
gp_6864	ENSG00000172260
gp_6866	ENSG00000164796
gp_6867	ENSG00000164796
gp_6868	ENSG00000164796
gp_6869	ENSG00000121904
gp_6870	ENSG00000178202
gp_6871	ENSG00000178202
gp_6872	ENSG00000139915
gp_6873	ENSG00000139915
gp_6874	ENSG00000139915
gp_6875	ENSG00000139915
gp_6876	ENSG00000139915
gp_6890	ENSG00000105429
gp_6891	ENSG00000105429
gp_6892	ENSG00000105429
gp_6893	ENSG00000105429
gp_6894	ENSG00000105429
gp_6897	ENSG00000123243
gp_6898	ENSG00000123243
gp_6899	ENSG00000123243
gp_6900	ENSG00000123243
gp_6901	ENSG00000123243
gp_6902	ENSG00000123243
gp_6903	ENSG00000123243
gp_6904	ENSG00000111530
gp_6905	ENSG00000176225
gp_6906	ENSG00000181754
gp_6909	ENSG00000149582
gp_6910	ENSG00000149582
gp_6914	ENSG00000105223
gp_6915	ENSG00000105223
gp_6916	ENSG00000105223
gp_6917	ENSG00000105223
gp_6918	ENSG00000105223
gp_6919	ENSG00000105223
gp_6920	ENSG00000105223
gp_6921	ENSG00000105223
gp_6922	ENSG00000105223
gp_6923	ENSG00000105223
gp_6924	ENSG00000105223
gp_6925	ENSG00000105223
gp_6926	ENSG00000105223
gp_6927	ENSG00000105223
gp_6928	ENSG00000105223
gp_6929	ENSG00000105223
gp_6930	ENSG00000105223
gp_6931	ENSG00000105223
gp_6932	ENSG00000105223
gp_6933	ENSG00000105223
gp_6935	ENSG00000213995
gp_6937	ENSG00000129353
gp_6938	ENSG00000129353
gp_6939	ENSG00000129353
gp_6940	ENSG00000129353
gp_6941	ENSG00000129353
gp_6942	ENSG00000129353
gp_6943	ENSG00000129353
gp_6944	ENSG00000129353
gp_6945	ENSG00000129353
gp_6946	ENSG00000100350
gp_6948	ENSG00000177098
gp_6949	ENSG00000177098
gp_6950	ENSG00000177098
gp_6951	ENSG00000177098
gp_6952	ENSG00000144619
gp_6953	ENSG00000144619
gp_6954	ENSG00000144619
gp_6956	ENSG00000068903
gp_6957	ENSG00000134686
gp_6958	ENSG00000198756
gp_6959	ENSG00000198756
gp_6960	ENSG00000142687
gp_6961	ENSG00000142687
gp_6962	ENSG00000142687
gp_6964	ENSG00000064687
gp_6965	ENSG00000064687
gp_6966	ENSG00000064687
gp_6967	ENSG00000162706
gp_6968	ENSG00000162706
gp_6969	ENSG00000162706
gp_6970	ENSG00000162706
gp_6971	ENSG00000162706
gp_6972	ENSG00000162706
gp_6973	ENSG00000162706
gp_6974	ENSG00000162706
gp_6975	ENSG00000162706
gp_6976	ENSG00000162706
gp_6977	ENSG00000162706
gp_6978	ENSG00000162706
gp_6979	ENSG00000162706
gp_6980	ENSG00000162706
gp_6981	ENSG00000162706
gp_6982	ENSG00000162706
gp_6983	ENSG00000162706
gp_6984	ENSG00000162706
gp_6985	ENSG00000162706
gp_6986	ENSG00000162706
gp_6987	ENSG00000162706
gp_6988	ENSG00000162706
gp_6989	ENSG00000162706
gp_6990	ENSG00000162706
gp_6991	ENSG00000162706
gp_6992	ENSG00000162706
gp_6993	ENSG00000162706
gp_6994	ENSG00000162706
gp_6995	ENSG00000162706
gp_6996	ENSG00000162706
gp_6997	ENSG00000162706
gp_6998	ENSG00000162706
gp_6999	ENSG00000162706
gp_7000	ENSG00000162706
gp_7001	ENSG00000162706
gp_7002	ENSG00000162706
gp_7003	ENSG00000162706
gp_7004	ENSG00000162706
gp_7005	ENSG00000162706
gp_7006	ENSG00000162706
gp_7007	ENSG00000100997
gp_7008	ENSG00000166448
gp_7009	ENSG00000166448
gp_7010	ENSG00000175161
gp_7011	ENSG00000175161
gp_7012	ENSG00000175161
gp_7013	ENSG00000175161
gp_7014	ENSG00000175161
gp_7015	ENSG00000175161
gp_7016	ENSG00000175161
gp_7017	ENSG00000175161
gp_7018	ENSG00000175161
gp_7019	ENSG00000175161
gp_7020	ENSG00000175161
gp_7021	ENSG00000175161
gp_7022	ENSG00000175161
gp_7023	ENSG00000175161
gp_7024	ENSG00000175161
gp_7025	ENSG00000175161
gp_7026	ENSG00000175161
gp_7027	ENSG00000175161
gp_7028	ENSG00000175161
gp_7029	ENSG00000175161
gp_7030	ENSG00000175161
gp_7031	ENSG00000175161
gp_7032	ENSG00000175161
gp_7033	ENSG00000175161
gp_7034	ENSG00000175161
gp_7035	ENSG00000175161
gp_7036	ENSG00000175161
gp_7037	ENSG00000175161
gp_7038	ENSG00000175161
gp_7039	ENSG00000175161
gp_7040	ENSG00000175161
gp_7041	ENSG00000175161
gp_7042	ENSG00000175161
gp_7043	ENSG00000175161
gp_7044	ENSG00000175161
gp_7045	ENSG00000175161
gp_7046	ENSG00000175161
gp_7047	ENSG00000175161
gp_7048	ENSG00000175161
gp_7049	ENSG00000175161
gp_7050	ENSG00000175161
gp_7051	ENSG00000175161
gp_7052	ENSG00000175161
gp_7053	ENSG00000175161
gp_7054	ENSG00000175161
gp_7055	ENSG00000175161
gp_7056	ENSG00000175161
gp_7057	ENSG00000175161
gp_7058	ENSG00000175161
gp_7059	ENSG00000175161
gp_7060	ENSG00000175161
gp_7061	ENSG00000175161
gp_7062	ENSG00000175161
gp_7063	ENSG00000175161
gp_7064	ENSG00000175161
gp_7065	ENSG00000175161
gp_7066	ENSG00000175161
gp_7067	ENSG00000175161
gp_7068	ENSG00000175161
gp_7069	ENSG00000175161
gp_7070	ENSG00000175161
gp_7071	ENSG00000175161
gp_7072	ENSG00000175161
gp_7073	ENSG00000175161
gp_7074	ENSG00000175161
gp_7075	ENSG00000175161
gp_7076	ENSG00000175161
gp_7077	ENSG00000175161
gp_7078	ENSG00000175161
gp_7079	ENSG00000175161
gp_7080	ENSG00000175161
gp_7081	ENSG00000175161
gp_7082	ENSG00000175161
gp_7083	ENSG00000175161
gp_7084	ENSG00000175161
gp_7085	ENSG00000175161
gp_7086	ENSG00000175161
gp_7087	ENSG00000175161
gp_7088	ENSG00000175161
gp_7089	ENSG00000175161
gp_7090	ENSG00000175161
gp_7091	ENSG00000156931
gp_7093	ENSG00000175497
gp_7094	ENSG00000175497
gp_7095	ENSG00000175497
gp_7096	ENSG00000175497
gp_7097	ENSG00000175497
gp_7098	ENSG00000175497
gp_7099	ENSG00000175497
gp_7100	ENSG00000175497
gp_7101	ENSG00000175497
gp_7102	ENSG00000175497
gp_7103	ENSG00000175497
gp_7104	ENSG00000175497
gp_7105	ENSG00000175497
gp_7106	ENSG00000175497
gp_7107	ENSG00000175497
gp_7108	ENSG00000175497
gp_7109	ENSG00000175497
gp_7110	ENSG00000175497
gp_7111	ENSG00000175497
gp_7112	ENSG00000175497
gp_7113	ENSG00000175497
gp_7114	ENSG00000175497
gp_7115	ENSG00000175497
gp_7116	ENSG00000175497
gp_7117	ENSG00000175497
gp_7118	ENSG00000127463
gp_7119	ENSG00000127463
gp_7127	ENSG00000144647
gp_7128	ENSG00000144647
gp_7129	ENSG00000144647
gp_7130	ENSG00000144647
gp_7131	ENSG00000144647
gp_7132	ENSG00000144647
gp_7133	ENSG00000144647
gp_7134	ENSG00000130309
gp_7135	ENSG00000163389
gp_7136	ENSG00000163389
gp_7137	ENSG00000103978
gp_7138	ENSG00000103066
gp_7139	ENSG00000103066
gp_7140	ENSG00000103066
gp_7141	ENSG00000103066
gp_7142	ENSG00000103066
gp_7143	ENSG00000103066
gp_7144	ENSG00000103066
gp_7145	ENSG00000163382
gp_7148	ENSG00000112139
gp_7149	ENSG00000112139
gp_7150	ENSG00000169905
gp_7151	ENSG00000169905
gp_7152	ENSG00000169905
gp_7153	ENSG00000169905
gp_7154	ENSG00000187957
gp_7155	ENSG00000187957
gp_7169	ENSG00000151176
gp_7170	ENSG00000151176
gp_7171	ENSG00000151176
gp_7172	ENSG00000151176
gp_7173	ENSG00000151176
gp_7174	ENSG00000151176
gp_7175	ENSG00000165194
gp_7176	ENSG00000165194
gp_7177	ENSG00000165194
gp_7178	ENSG00000170419
gp_7179	ENSG00000170419
gp_7180	ENSG00000170419
gp_7181	ENSG00000182446
gp_7182	ENSG00000129636
gp_7183	ENSG00000129636
gp_7184	ENSG00000163630
gp_7185	ENSG00000163630
gp_7186	ENSG00000163630
gp_7187	ENSG00000163630
gp_7188	ENSG00000163630
gp_7189	ENSG00000163630
gp_7190	ENSG00000163527
gp_7191	ENSG00000163527
gp_7192	ENSG00000163527
gp_7193	ENSG00000163527
gp_7194	ENSG00000163527
gp_7195	ENSG00000163527
gp_7196	ENSG00000163527
gp_7199	ENSG00000165323
gp_7200	ENSG00000165323
gp_7201	ENSG00000165323
gp_7202	ENSG00000165323
gp_7203	ENSG00000132182
gp_7204	ENSG00000132182
gp_7205	ENSG00000132182
gp_7206	ENSG00000132182
gp_7207	ENSG00000132182
gp_7208	ENSG00000132182
gp_7209	ENSG00000132182
gp_7210	ENSG00000132182
gp_7211	ENSG00000132182
gp_7212	ENSG00000173258
gp_7214	ENSG00000070214
gp_7215	ENSG00000070214
gp_7216	ENSG00000070214
gp_7217	ENSG00000104112
gp_7218	ENSG00000104112
gp_7219	ENSG00000104112
gp_7220	ENSG00000054654
gp_7221	ENSG00000054654
gp_7222	ENSG00000054654
gp_7223	ENSG00000054654
gp_7224	ENSG00000054654
gp_7225	ENSG00000054654
gp_7226	ENSG00000054654
gp_7227	ENSG00000054654
gp_7228	ENSG00000155052
gp_7229	ENSG00000155052
gp_7230	ENSG00000155052
gp_7231	ENSG00000155052
gp_7232	ENSG00000155052
gp_7233	ENSG00000155657
gp_7234	ENSG00000155657
gp_7235	ENSG00000103335
gp_7236	ENSG00000162736
gp_7237	ENSG00000162736
gp_7238	ENSG00000162736
gp_7239	ENSG00000162736
gp_7240	ENSG00000162736
gp_7241	ENSG00000162736
gp_7242	ENSG00000162736
gp_7243	ENSG00000162736
gp_7244	ENSG00000162736
gp_7245	ENSG00000162736
gp_7246	ENSG00000162736
gp_7247	ENSG00000162736
gp_7248	ENSG00000162736
gp_7249	ENSG00000162736
gp_7250	ENSG00000162736
gp_7251	ENSG00000162736
gp_7252	ENSG00000162736
gp_7253	ENSG00000162736
gp_7254	ENSG00000162736
gp_7255	ENSG00000162736
gp_7256	ENSG00000107742
gp_7257	ENSG00000107742
gp_7258	ENSG00000107742
gp_7259	ENSG00000107742
gp_7260	ENSG00000120694
gp_7261	ENSG00000120694
gp_7262	ENSG00000196535
gp_7263	ENSG00000170624
gp_7264	ENSG00000170624
gp_7265	ENSG00000170624
gp_7266	ENSG00000137642
gp_7267	ENSG00000137642
gp_7268	ENSG00000137642
gp_7269	ENSG00000137642
gp_7270	ENSG00000137642
gp_7271	ENSG00000137642
gp_7272	ENSG00000137642
gp_7273	ENSG00000137642
gp_7274	ENSG00000137642
gp_7275	ENSG00000137642
gp_7276	ENSG00000137642
gp_7277	ENSG00000137642
gp_7278	ENSG00000137642
gp_7279	ENSG00000137642
gp_7280	ENSG00000137642
gp_7281	ENSG00000137642
gp_7282	ENSG00000137642
gp_7283	ENSG00000137642
gp_7284	ENSG00000137642
gp_7285	ENSG00000137642
gp_7286	ENSG00000137642
gp_7287	ENSG00000137642
gp_7288	ENSG00000137642
gp_7289	ENSG00000060656
gp_7290	ENSG00000166033
gp_7291	ENSG00000116147
gp_7292	ENSG00000116147
gp_7293	ENSG00000116147
gp_7294	ENSG00000116147
gp_7295	ENSG00000116147
gp_7296	ENSG00000116147
gp_7297	ENSG00000116147
gp_7298	ENSG00000116147
gp_7299	ENSG00000116147
gp_7300	ENSG00000116147
gp_7301	ENSG00000116147
gp_7302	ENSG00000116147
gp_7303	ENSG00000116147
gp_7304	ENSG00000116147
gp_7305	ENSG00000116147
gp_7306	ENSG00000116147
gp_7307	ENSG00000116147
gp_7308	ENSG00000116147
gp_7309	ENSG00000116147
gp_7310	ENSG00000116147
gp_7311	ENSG00000116147
gp_7312	ENSG00000116147
gp_7313	ENSG00000116147
gp_7314	ENSG00000116147
gp_7315	ENSG00000116147
gp_7316	ENSG00000116147
gp_7317	ENSG00000116147
gp_7318	ENSG00000116147
gp_7319	ENSG00000116147
gp_7320	ENSG00000116147
gp_7321	ENSG00000116147
gp_7322	ENSG00000116147
gp_7323	ENSG00000116147
gp_7324	ENSG00000116147
gp_7325	ENSG00000116147
gp_7326	ENSG00000116147
gp_7327	ENSG00000116147
gp_7328	ENSG00000116147
gp_7329	ENSG00000116147
gp_7330	ENSG00000116147
gp_7331	ENSG00000116147
gp_7332	ENSG00000116147
gp_7333	ENSG00000116147
gp_7334	ENSG00000116147
gp_7335	ENSG00000116147
gp_7336	ENSG00000116147
gp_7337	ENSG00000116147
gp_7338	ENSG00000116147
gp_7339	ENSG00000116147
gp_7340	ENSG00000116147
gp_7341	ENSG00000116147
gp_7342	ENSG00000116147
gp_7343	ENSG00000116147
gp_7344	ENSG00000116147
gp_7345	ENSG00000116147
gp_7346	ENSG00000116147
gp_7347	ENSG00000116147
gp_7348	ENSG00000116147
gp_7349	ENSG00000116147
gp_7350	ENSG00000116147
gp_7351	ENSG00000116147
gp_7352	ENSG00000116147
gp_7353	ENSG00000116147
gp_7354	ENSG00000116147
gp_7355	ENSG00000116147
gp_7356	ENSG00000116147
gp_7357	ENSG00000116147
gp_7358	ENSG00000116147
gp_7359	ENSG00000116147
gp_7360	ENSG00000116147
gp_7361	ENSG00000116147
gp_7362	ENSG00000116147
gp_7363	ENSG00000116147
gp_7364	ENSG00000116147
gp_7365	ENSG00000116147
gp_7366	ENSG00000116147
gp_7367	ENSG00000116147
gp_7368	ENSG00000116147
gp_7369	ENSG00000116147
gp_7370	ENSG00000116147
gp_7371	ENSG00000116147
gp_7372	ENSG00000116147
gp_7373	ENSG00000116147
gp_7374	ENSG00000116147
gp_7375	ENSG00000116147
gp_7376	ENSG00000116147
gp_7377	ENSG00000116147
gp_7378	ENSG00000116147
gp_7379	ENSG00000116147
gp_7380	ENSG00000116147
gp_7381	ENSG00000116147
gp_7382	ENSG00000116147
gp_7383	ENSG00000116147
gp_7384	ENSG00000116147
gp_7385	ENSG00000116147
gp_7386	ENSG00000116147
gp_7387	ENSG00000116147
gp_7388	ENSG00000116147
gp_7389	ENSG00000116147
gp_7390	ENSG00000116147
gp_7391	ENSG00000116147
gp_7392	ENSG00000116147
gp_7393	ENSG00000116147
gp_7394	ENSG00000116147
gp_7395	ENSG00000116147
gp_7396	ENSG00000116147
gp_7397	ENSG00000116147
gp_7398	ENSG00000116147
gp_7399	ENSG00000116147
gp_7400	ENSG00000116147
gp_7401	ENSG00000116147
gp_7402	ENSG00000162998
gp_7403	ENSG00000157152
gp_7404	ENSG00000157152
gp_7405	ENSG00000157152
gp_7406	ENSG00000136935
gp_7407	ENSG00000136935
gp_7408	ENSG00000137563
gp_7409	ENSG00000137563
gp_7410	ENSG00000137563
gp_7411	ENSG00000137563
gp_7412	ENSG00000137563
gp_7413	ENSG00000091129
gp_7414	ENSG00000091129
gp_7415	ENSG00000091129
gp_7416	ENSG00000091129
gp_7417	ENSG00000091129
gp_7418	ENSG00000091129
gp_7419	ENSG00000091129
gp_7420	ENSG00000091129
gp_7421	ENSG00000091129
gp_7422	ENSG00000091129
gp_7423	ENSG00000091129
gp_7424	ENSG00000091129
gp_7425	ENSG00000091129
gp_7426	ENSG00000091129
gp_7427	ENSG00000091129
gp_7428	ENSG00000091129
gp_7429	ENSG00000091129
gp_7430	ENSG00000091129
gp_7431	ENSG00000091129
gp_7432	ENSG00000091129
gp_7433	ENSG00000091129
gp_7434	ENSG00000091129
gp_7435	ENSG00000091129
gp_7436	ENSG00000091129
gp_7437	ENSG00000091129
gp_7438	ENSG00000091129
gp_7439	ENSG00000091129
gp_7440	ENSG00000091129
gp_7441	ENSG00000091129
gp_7442	ENSG00000091129
gp_7443	ENSG00000091129
gp_7444	ENSG00000091129
gp_7445	ENSG00000091129
gp_7446	ENSG00000091129
gp_7447	ENSG00000091129
gp_7448	ENSG00000091129
gp_7449	ENSG00000091129
gp_7450	ENSG00000091129
gp_7451	ENSG00000091129
gp_7452	ENSG00000091129
gp_7453	ENSG00000091129
gp_7454	ENSG00000091129
gp_7455	ENSG00000091129
gp_7456	ENSG00000091129
gp_7457	ENSG00000091129
gp_7458	ENSG00000091129
gp_7459	ENSG00000091129
gp_7460	ENSG00000091129
gp_7461	ENSG00000091129
gp_7462	ENSG00000091129
gp_7463	ENSG00000091129
gp_7464	ENSG00000091129
gp_7465	ENSG00000091129
gp_7466	ENSG00000091129
gp_7467	ENSG00000091129
gp_7468	ENSG00000091129
gp_7469	ENSG00000091129
gp_7470	ENSG00000091129
gp_7471	ENSG00000091129
gp_7472	ENSG00000091129
gp_7473	ENSG00000091129
gp_7474	ENSG00000091129
gp_7475	ENSG00000091129
gp_7476	ENSG00000091129
gp_7477	ENSG00000091129
gp_7478	ENSG00000091129
gp_7479	ENSG00000091129
gp_7480	ENSG00000091129
gp_7481	ENSG00000091129
gp_7482	ENSG00000091129
gp_7483	ENSG00000091129
gp_7484	ENSG00000091129
gp_7485	ENSG00000091129
gp_7486	ENSG00000091129
gp_7487	ENSG00000091129
gp_7488	ENSG00000091129
gp_7489	ENSG00000091129
gp_7490	ENSG00000091129
gp_7491	ENSG00000091129
gp_7492	ENSG00000091129
gp_7493	ENSG00000091129
gp_7494	ENSG00000091129
gp_7495	ENSG00000091129
gp_7496	ENSG00000091129
gp_7497	ENSG00000091129
gp_7498	ENSG00000091129
gp_7499	ENSG00000091129
gp_7500	ENSG00000091129
gp_7501	ENSG00000091129
gp_7502	ENSG00000091129
gp_7503	ENSG00000091129
gp_7504	ENSG00000091129
gp_7505	ENSG00000091129
gp_7506	ENSG00000091129
gp_7507	ENSG00000091129
gp_7508	ENSG00000091129
gp_7509	ENSG00000091129
gp_7510	ENSG00000091129
gp_7511	ENSG00000091129
gp_7512	ENSG00000091129
gp_7513	ENSG00000091129
gp_7514	ENSG00000091129
gp_7515	ENSG00000091129
gp_7516	ENSG00000091129
gp_7517	ENSG00000091129
gp_7518	ENSG00000091129
gp_7519	ENSG00000091129
gp_7520	ENSG00000091129
gp_7521	ENSG00000091129
gp_7522	ENSG00000091129
gp_7523	ENSG00000091129
gp_7524	ENSG00000091129
gp_7525	ENSG00000091129
gp_7526	ENSG00000091129
gp_7527	ENSG00000091129
gp_7528	ENSG00000091129
gp_7529	ENSG00000091129
gp_7530	ENSG00000091129
gp_7531	ENSG00000091129
gp_7532	ENSG00000091129
gp_7533	ENSG00000091129
gp_7534	ENSG00000091129
gp_7535	ENSG00000091129
gp_7536	ENSG00000091129
gp_7537	ENSG00000091129
gp_7538	ENSG00000091129
gp_7539	ENSG00000091129
gp_7540	ENSG00000091129
gp_7541	ENSG00000091129
gp_7542	ENSG00000091129
gp_7543	ENSG00000091129
gp_7544	ENSG00000091129
gp_7545	ENSG00000091129
gp_7546	ENSG00000091129
gp_7547	ENSG00000091129
gp_7548	ENSG00000091129
gp_7549	ENSG00000091129
gp_7550	ENSG00000091129
gp_7551	ENSG00000091129
gp_7552	ENSG00000091129
gp_7553	ENSG00000091129
gp_7554	ENSG00000091129
gp_7555	ENSG00000091129
gp_7556	ENSG00000091129
gp_7557	ENSG00000091129
gp_7558	ENSG00000091129
gp_7559	ENSG00000091129
gp_7560	ENSG00000091129
gp_7561	ENSG00000091129
gp_7562	ENSG00000091129
gp_7563	ENSG00000091129
gp_7564	ENSG00000091129
gp_7565	ENSG00000091129
gp_7566	ENSG00000091129
gp_7567	ENSG00000091129
gp_7568	ENSG00000091129
gp_7569	ENSG00000091129
gp_7570	ENSG00000091129
gp_7571	ENSG00000091129
gp_7572	ENSG00000091129
gp_7573	ENSG00000091129
gp_7574	ENSG00000091129
gp_7575	ENSG00000091129
gp_7576	ENSG00000091129
gp_7577	ENSG00000091129
gp_7578	ENSG00000091129
gp_7579	ENSG00000091129
gp_7580	ENSG00000091129
gp_7581	ENSG00000091129
gp_7582	ENSG00000091129
gp_7583	ENSG00000091129
gp_7584	ENSG00000091129
gp_7585	ENSG00000091129
gp_7586	ENSG00000091129
gp_7587	ENSG00000091129
gp_7588	ENSG00000091129
gp_7589	ENSG00000091129
gp_7590	ENSG00000091129
gp_7591	ENSG00000091129
gp_7592	ENSG00000091129
gp_7593	ENSG00000091129
gp_7594	ENSG00000091129
gp_7595	ENSG00000091129
gp_7596	ENSG00000091129
gp_7597	ENSG00000091129
gp_7598	ENSG00000091129
gp_7599	ENSG00000091129
gp_7600	ENSG00000091129
gp_7601	ENSG00000091129
gp_7602	ENSG00000091129
gp_7603	ENSG00000091129
gp_7604	ENSG00000091129
gp_7605	ENSG00000091129
gp_7606	ENSG00000091129
gp_7607	ENSG00000091129
gp_7608	ENSG00000091129
gp_7609	ENSG00000091129
gp_7610	ENSG00000091129
gp_7611	ENSG00000091129
gp_7612	ENSG00000091129
gp_7613	ENSG00000091129
gp_7614	ENSG00000091129
gp_7615	ENSG00000091129
gp_7616	ENSG00000091129
gp_7617	ENSG00000091129
gp_7618	ENSG00000091129
gp_7619	ENSG00000091129
gp_7620	ENSG00000091129
gp_7621	ENSG00000091129
gp_7622	ENSG00000091129
gp_7623	ENSG00000091129
gp_7624	ENSG00000091129
gp_7625	ENSG00000091129
gp_7626	ENSG00000091129
gp_7627	ENSG00000091129
gp_7628	ENSG00000091129
gp_7629	ENSG00000091129
gp_7630	ENSG00000091129
gp_7632	ENSG00000187764
gp_7633	ENSG00000187764
gp_7634	ENSG00000187764
gp_7635	ENSG00000187764
gp_7636	ENSG00000187764
gp_7637	ENSG00000187764
gp_7638	ENSG00000187764
gp_7639	ENSG00000187764
gp_7640	ENSG00000187764
gp_7641	ENSG00000187764
gp_7642	ENSG00000187764
gp_7643	ENSG00000187764
gp_7644	ENSG00000187764
gp_7645	ENSG00000187764
gp_7646	ENSG00000187764
gp_7647	ENSG00000187764
gp_7648	ENSG00000187764
gp_7649	ENSG00000187764
gp_7650	ENSG00000187764
gp_7651	ENSG00000187764
gp_7652	ENSG00000187764
gp_7653	ENSG00000187764
gp_7654	ENSG00000187764
gp_7655	ENSG00000187764
gp_7656	ENSG00000187764
gp_7657	ENSG00000187764
gp_7658	ENSG00000187764
gp_7659	ENSG00000187764
gp_7660	ENSG00000187764
gp_7661	ENSG00000187764
gp_7662	ENSG00000187764
gp_7663	ENSG00000187764
gp_7664	ENSG00000187764
gp_7665	ENSG00000187764
gp_7666	ENSG00000187764
gp_7667	ENSG00000067141
gp_7668	ENSG00000067141
gp_7669	ENSG00000067141
gp_7670	ENSG00000067141
gp_7671	ENSG00000067141
gp_7672	ENSG00000067141
gp_7673	ENSG00000067141
gp_7674	ENSG00000067141
gp_7675	ENSG00000067141
gp_7676	ENSG00000067141
gp_7677	ENSG00000067141
gp_7678	ENSG00000090863
gp_7679	ENSG00000090863
gp_7680	ENSG00000090863
gp_7681	ENSG00000090863
gp_7683	ENSG00000166266
gp_7684	ENSG00000033627
gp_7685	ENSG00000033627
gp_7686	ENSG00000033627
gp_7687	ENSG00000033627
gp_7689	ENSG00000074842
gp_7690	ENSG00000124155
gp_7691	ENSG00000124155
gp_7692	ENSG00000124155
gp_7693	ENSG00000124155
gp_7694	ENSG00000124155
gp_7695	ENSG00000124155
gp_7696	ENSG00000124155
gp_7697	ENSG00000124155
gp_7698	ENSG00000124155
gp_7699	ENSG00000124155
gp_7700	ENSG00000124155
gp_7701	ENSG00000124155
gp_7702	ENSG00000162729
gp_7703	ENSG00000162729
gp_7704	ENSG00000162729
gp_7705	ENSG00000162729
gp_7706	ENSG00000162729
gp_7707	ENSG00000162729
gp_7708	ENSG00000162729
gp_7709	ENSG00000162729
gp_7710	ENSG00000162729
gp_7711	ENSG00000162729
gp_7712	ENSG00000162729
gp_7713	ENSG00000162729
gp_7714	ENSG00000162729
gp_7715	ENSG00000162729
gp_7716	ENSG00000162729
gp_7717	ENSG00000162729
gp_7718	ENSG00000162729
gp_7719	ENSG00000162729
gp_7720	ENSG00000162729
gp_7721	ENSG00000162729
gp_7722	ENSG00000162729
gp_7723	ENSG00000162729
gp_7724	ENSG00000162729
gp_7725	ENSG00000162729
gp_7726	ENSG00000162729
gp_7727	ENSG00000162729
gp_7728	ENSG00000162729
gp_7729	ENSG00000162729
gp_7730	ENSG00000162729
gp_7731	ENSG00000162729
gp_7732	ENSG00000132471
gp_7733	ENSG00000125912
gp_7734	ENSG00000125912
gp_7735	ENSG00000125912
gp_7736	ENSG00000125912
gp_7737	ENSG00000125912
gp_7738	ENSG00000125912
gp_7742	ENSG00000131558
