#ID	gene_id
gp_2256	ENSG00000144381
gp_2257	ENSG00000144381
gp_2258	ENSG00000144381
gp_2259	ENSG00000144381
gp_2260	ENSG00000144381
gp_2261	ENSG00000144381
gp_2262	ENSG00000144381
gp_2263	ENSG00000120885
gp_2264	ENSG00000120885
gp_2265	ENSG00000120885
gp_2266	ENSG00000120885
gp_2267	ENSG00000120885
gp_2268	ENSG00000120885
gp_2269	ENSG00000120885
gp_2270	ENSG00000120885
gp_2271	ENSG00000120885
gp_2272	ENSG00000120885
gp_2273	ENSG00000120885
gp_2274	ENSG00000120885
gp_2275	ENSG00000120885
gp_2276	ENSG00000120885
gp_2277	ENSG00000120885
gp_2278	ENSG00000120885
gp_2279	ENSG00000120885
gp_2280	ENSG00000120885
gp_2281	ENSG00000120885
gp_2282	ENSG00000120885
gp_2283	ENSG00000120885
gp_2284	ENSG00000120885
gp_2285	ENSG00000120885
gp_2286	ENSG00000120885
gp_2287	ENSG00000120885
gp_2288	ENSG00000120885
gp_2289	ENSG00000120885
gp_2290	ENSG00000120885
gp_2291	ENSG00000120885
gp_2292	ENSG00000120885
gp_2293	ENSG00000120885
gp_2294	ENSG00000120885
gp_2295	ENSG00000120885
gp_2296	ENSG00000120885
gp_2297	ENSG00000120885
gp_2298	ENSG00000145681
gp_2299	ENSG00000145681
gp_2300	ENSG00000145681
gp_2301	ENSG00000145681
gp_2302	ENSG00000145681
gp_2303	ENSG00000145681
gp_2304	ENSG00000145681
gp_2305	ENSG00000044574
gp_2306	ENSG00000044574
gp_2307	ENSG00000044574
gp_2308	ENSG00000044574
gp_2309	ENSG00000135862
gp_2310	ENSG00000135862
gp_2311	ENSG00000135862
gp_2312	ENSG00000135862
gp_2313	ENSG00000135862
gp_2314	ENSG00000135862
gp_2315	ENSG00000135862
gp_2316	ENSG00000135862
gp_2317	ENSG00000135862
gp_2318	ENSG00000135862
gp_2319	ENSG00000135862
gp_2320	ENSG00000135862
gp_2321	ENSG00000135862
gp_2322	ENSG00000135862
gp_2323	ENSG00000135862
gp_2324	ENSG00000135862
gp_2325	ENSG00000135862
gp_2326	ENSG00000135862
gp_2327	ENSG00000135862
gp_2328	ENSG00000135862
gp_2329	ENSG00000135862
gp_2330	ENSG00000135862
gp_2331	ENSG00000135862
gp_2332	ENSG00000135862
gp_2333	ENSG00000135862
gp_2334	ENSG00000135862
gp_2335	ENSG00000135862
gp_2336	ENSG00000135862
gp_2337	ENSG00000135862
gp_2338	ENSG00000135862
gp_2339	ENSG00000135862
gp_2340	ENSG00000135862
gp_2341	ENSG00000135862
gp_2342	ENSG00000135862
gp_2343	ENSG00000135862
gp_2344	ENSG00000135862
gp_2345	ENSG00000135862
gp_2346	ENSG00000135862
gp_2347	ENSG00000135862
gp_2348	ENSG00000135862
gp_2349	ENSG00000135862
gp_2350	ENSG00000135862
gp_2351	ENSG00000135862
gp_2352	ENSG00000135862
gp_2353	ENSG00000135862
gp_2354	ENSG00000135862
gp_2355	ENSG00000135862
gp_2356	ENSG00000135862
gp_2357	ENSG00000135862
gp_2358	ENSG00000135862
gp_2359	ENSG00000135862
gp_2360	ENSG00000135862
gp_2361	ENSG00000135862
gp_2362	ENSG00000135862
gp_2363	ENSG00000135862
gp_2364	ENSG00000135862
gp_2365	ENSG00000135862
gp_2366	ENSG00000135862
gp_2367	ENSG00000135862
gp_2368	ENSG00000135862
gp_2369	ENSG00000135862
gp_2370	ENSG00000135862
gp_2371	ENSG00000135862
gp_2372	ENSG00000135862
gp_2373	ENSG00000135862
gp_2374	ENSG00000134575
gp_2375	ENSG00000134575
gp_2376	ENSG00000134575
gp_2377	ENSG00000134575
gp_2378	ENSG00000134575
gp_2379	ENSG00000134575
gp_2380	ENSG00000134575
gp_2381	ENSG00000134575
gp_2382	ENSG00000134575
gp_2383	ENSG00000134575
gp_2384	ENSG00000134575
gp_2385	ENSG00000134575
gp_2386	ENSG00000134575
gp_2387	ENSG00000134575
gp_2388	ENSG00000134575
gp_2389	ENSG00000134575
gp_2390	ENSG00000134575
gp_2391	ENSG00000134575
gp_2392	ENSG00000134575
gp_2393	ENSG00000109971
gp_2394	ENSG00000109971
gp_2395	ENSG00000109971
gp_2396	ENSG00000109971
gp_2397	ENSG00000109971
gp_2398	ENSG00000109971
gp_2399	ENSG00000109971
gp_2400	ENSG00000109971
gp_2401	ENSG00000109971
gp_2402	ENSG00000109971
gp_2403	ENSG00000168291
gp_2404	ENSG00000169896
gp_2405	ENSG00000100994
gp_2406	ENSG00000100994
gp_2407	ENSG00000100994
gp_2408	ENSG00000100994
gp_2409	ENSG00000100994
gp_2410	ENSG00000100994
gp_2411	ENSG00000100994
gp_2412	ENSG00000100994
gp_2413	ENSG00000100994
gp_2414	ENSG00000068976
gp_2415	ENSG00000068976
gp_2416	ENSG00000006451
gp_2417	ENSG00000144118
gp_2418	ENSG00000144118
gp_2419	ENSG00000070182
gp_2420	ENSG00000070182
gp_2421	ENSG00000070182
gp_2422	ENSG00000070182
gp_2423	ENSG00000185896
gp_2424	ENSG00000185896
gp_2425	ENSG00000185896
gp_2426	ENSG00000185896
gp_2427	ENSG00000185896
gp_2428	ENSG00000185896
gp_2429	ENSG00000185896
gp_2430	ENSG00000185896
gp_2431	ENSG00000185896
gp_2432	ENSG00000185896
gp_2433	ENSG00000185896
gp_2434	ENSG00000185896
gp_2435	ENSG00000185896
gp_2436	ENSG00000185896
gp_2437	ENSG00000185896
gp_2438	ENSG00000185896
gp_2439	ENSG00000185896
gp_2440	ENSG00000185896
gp_2441	ENSG00000185896
gp_2442	ENSG00000185896
gp_2443	ENSG00000185896
gp_2444	ENSG00000185896
gp_2445	ENSG00000185896
gp_2446	ENSG00000185896
gp_2447	ENSG00000185896
gp_2448	ENSG00000185896
gp_2449	ENSG00000185896
gp_2450	ENSG00000185896
gp_2451	ENSG00000185896
gp_2452	ENSG00000185896
gp_2453	ENSG00000185896
gp_2454	ENSG00000185896
gp_2455	ENSG00000185896
gp_2456	ENSG00000185896
gp_2457	ENSG00000185896
gp_2458	ENSG00000185896
gp_2459	ENSG00000185896
gp_2460	ENSG00000185896
gp_2461	ENSG00000185896
gp_2462	ENSG00000185896
gp_2463	ENSG00000185896
gp_2464	ENSG00000185896
gp_2465	ENSG00000185896
gp_2466	ENSG00000185896
gp_2467	ENSG00000185896
gp_2468	ENSG00000185896
gp_2469	ENSG00000185896
gp_2470	ENSG00000185896
gp_2471	ENSG00000185896
gp_2472	ENSG00000185896
gp_2473	ENSG00000185896
gp_2474	ENSG00000185896
gp_2475	ENSG00000185896
gp_2476	ENSG00000185896
gp_2477	ENSG00000185896
gp_2478	ENSG00000185896
gp_2479	ENSG00000117054
gp_2480	ENSG00000173599
gp_2481	ENSG00000100714
gp_2482	ENSG00000197081
gp_2483	ENSG00000197081
gp_2484	ENSG00000197081
gp_2485	ENSG00000197081
gp_2486	ENSG00000197081
gp_2487	ENSG00000197894
gp_2488	ENSG00000100285
gp_2489	ENSG00000142156
gp_2490	ENSG00000142156
gp_2491	ENSG00000142156
gp_2492	ENSG00000142156
gp_2493	ENSG00000142156
gp_2494	ENSG00000142156
gp_2495	ENSG00000142156
gp_2496	ENSG00000142156
gp_2497	ENSG00000142156
gp_2498	ENSG00000142156
gp_2499	ENSG00000142156
gp_2500	ENSG00000142156
gp_2501	ENSG00000142156
gp_2502	ENSG00000142156
gp_2503	ENSG00000142156
gp_2504	ENSG00000142156
gp_2505	ENSG00000142156
gp_2506	ENSG00000142156
gp_2507	ENSG00000142156
gp_2508	ENSG00000142156
gp_2509	ENSG00000142156
gp_2510	ENSG00000142156
gp_2511	ENSG00000142156
gp_2512	ENSG00000142156
gp_2513	ENSG00000142156
gp_2514	ENSG00000142156
gp_2515	ENSG00000142156
gp_2516	ENSG00000142156
gp_2517	ENSG00000142173
gp_2518	ENSG00000142173
gp_2519	ENSG00000142173
gp_2520	ENSG00000142173
gp_2521	ENSG00000142173
gp_2522	ENSG00000142173
gp_2523	ENSG00000142173
gp_2524	ENSG00000142173
gp_2525	ENSG00000142173
gp_2526	ENSG00000142173
gp_2527	ENSG00000142173
gp_2528	ENSG00000142173
gp_2529	ENSG00000142173
gp_2530	ENSG00000142173
gp_2531	ENSG00000142173
gp_2532	ENSG00000142173
gp_2533	ENSG00000142173
gp_2534	ENSG00000142173
gp_2535	ENSG00000142173
gp_2536	ENSG00000142173
gp_2537	ENSG00000142173
gp_2538	ENSG00000142173
gp_2539	ENSG00000142173
gp_2540	ENSG00000142173
gp_2541	ENSG00000142173
gp_2542	ENSG00000142173
gp_2543	ENSG00000142173
gp_2544	ENSG00000142173
gp_2545	ENSG00000142173
gp_2546	ENSG00000142173
gp_2547	ENSG00000142173
gp_2548	ENSG00000142173
gp_2549	ENSG00000142173
gp_2550	ENSG00000142173
gp_2551	ENSG00000142173
gp_2552	ENSG00000142173
gp_2553	ENSG00000142173
gp_2554	ENSG00000142173
gp_2555	ENSG00000142173
gp_2556	ENSG00000142173
gp_2557	ENSG00000142173
gp_2558	ENSG00000142173
gp_2559	ENSG00000142173
gp_2560	ENSG00000142173
gp_2561	ENSG00000142173
gp_2562	ENSG00000163359
gp_2563	ENSG00000163359
gp_2564	ENSG00000163359
gp_2565	ENSG00000163359
gp_2566	ENSG00000163359
gp_2567	ENSG00000163359
gp_2568	ENSG00000163359
gp_2569	ENSG00000163359
gp_2570	ENSG00000163359
gp_2571	ENSG00000163359
gp_2572	ENSG00000163359
gp_2573	ENSG00000163359
gp_2574	ENSG00000163359
gp_2575	ENSG00000163359
gp_2576	ENSG00000163359
gp_2577	ENSG00000163359
gp_2578	ENSG00000163359
gp_2579	ENSG00000163359
gp_2580	ENSG00000163359
gp_2581	ENSG00000163359
gp_2582	ENSG00000163359
gp_2583	ENSG00000163359
gp_2584	ENSG00000163359
gp_2585	ENSG00000163359
gp_2586	ENSG00000163359
gp_2587	ENSG00000163359
gp_2588	ENSG00000163359
gp_2589	ENSG00000163359
gp_2590	ENSG00000163359
gp_2591	ENSG00000163359
gp_2592	ENSG00000163359
gp_2593	ENSG00000163359
gp_2594	ENSG00000163359
gp_2595	ENSG00000163359
gp_2596	ENSG00000163359
gp_2597	ENSG00000163359
gp_2598	ENSG00000163359
gp_2599	ENSG00000163359
gp_2600	ENSG00000163359
gp_2601	ENSG00000163359
gp_2602	ENSG00000151729
gp_2603	ENSG00000151729
gp_2604	ENSG00000169100
gp_2605	ENSG00000169100
gp_2606	ENSG00000169100
gp_2607	ENSG00000169100
gp_2609	ENSG00000166165
gp_2610	ENSG00000166165
gp_2611	ENSG00000166165
gp_2612	ENSG00000166165
gp_2613	ENSG00000166165
gp_2614	ENSG00000166165
gp_2615	ENSG00000166165
gp_2616	ENSG00000166165
gp_2617	ENSG00000237289
gp_2618	ENSG00000237289
gp_2619	ENSG00000237289
gp_2620	ENSG00000237289
gp_2621	ENSG00000237289
gp_2622	ENSG00000072110
gp_2623	ENSG00000072110
gp_2624	ENSG00000072110
gp_2625	ENSG00000159640
gp_2626	ENSG00000159640
gp_2627	ENSG00000159640
gp_2628	ENSG00000159640
gp_2629	ENSG00000159640
gp_2630	ENSG00000159640
gp_2631	ENSG00000159640
gp_2632	ENSG00000159640
gp_2633	ENSG00000131143
gp_2634	ENSG00000131143
gp_2635	ENSG00000131143
gp_2636	ENSG00000005893
gp_2637	ENSG00000005893
gp_2638	ENSG00000005893
gp_2639	ENSG00000005893
gp_2640	ENSG00000005893
gp_2641	ENSG00000005893
gp_2642	ENSG00000005893
gp_2643	ENSG00000005893
gp_2644	ENSG00000005893
gp_2645	ENSG00000005893
gp_2646	ENSG00000005893
gp_2647	ENSG00000005893
gp_2648	ENSG00000005893
gp_2649	ENSG00000005893
gp_2650	ENSG00000005893
gp_2651	ENSG00000005893
gp_2652	ENSG00000005893
gp_2653	ENSG00000005893
gp_2654	ENSG00000005893
gp_2655	ENSG00000005893
gp_2656	ENSG00000005893
gp_2657	ENSG00000005893
gp_2658	ENSG00000005893
gp_2659	ENSG00000005893
gp_2660	ENSG00000005893
gp_2661	ENSG00000005893
gp_2662	ENSG00000005893
gp_2663	ENSG00000005893
gp_2664	ENSG00000005893
gp_2665	ENSG00000005893
gp_2666	ENSG00000005893
gp_2667	ENSG00000005893
gp_2668	ENSG00000005893
gp_2669	ENSG00000005893
gp_2670	ENSG00000005893
gp_2671	ENSG00000005893
gp_2672	ENSG00000005893
gp_2673	ENSG00000149294
gp_2674	ENSG00000149294
gp_2675	ENSG00000149294
gp_2676	ENSG00000149294
gp_2677	ENSG00000149294
gp_2678	ENSG00000149294
gp_2679	ENSG00000149294
gp_2680	ENSG00000149294
gp_2681	ENSG00000149294
gp_2682	ENSG00000149294
gp_2683	ENSG00000149294
gp_2684	ENSG00000149294
gp_2685	ENSG00000149294
gp_2686	ENSG00000149294
gp_2687	ENSG00000149294
gp_2688	ENSG00000149294
gp_2689	ENSG00000149294
gp_2690	ENSG00000149294
gp_2691	ENSG00000149294
gp_2692	ENSG00000149294
gp_2693	ENSG00000149294
gp_2694	ENSG00000149294
gp_2695	ENSG00000149294
gp_2696	ENSG00000149294
gp_2697	ENSG00000149294
gp_2698	ENSG00000149294
gp_2699	ENSG00000149294
gp_2700	ENSG00000149294
gp_2701	ENSG00000149294
gp_2702	ENSG00000149294
gp_2703	ENSG00000149294
gp_2704	ENSG00000149294
gp_2705	ENSG00000149294
gp_2706	ENSG00000149294
gp_2707	ENSG00000149294
gp_2708	ENSG00000149294
gp_2709	ENSG00000149294
gp_2710	ENSG00000149294
gp_2711	ENSG00000149294
gp_2712	ENSG00000149294
gp_2713	ENSG00000038427
gp_2714	ENSG00000038427
gp_2715	ENSG00000038427
gp_2716	ENSG00000038427
gp_2717	ENSG00000038427
gp_2718	ENSG00000038427
gp_2719	ENSG00000038427
gp_2720	ENSG00000038427
gp_2721	ENSG00000038427
gp_2722	ENSG00000038427
gp_2723	ENSG00000038427
gp_2724	ENSG00000038427
gp_2725	ENSG00000038427
gp_2726	ENSG00000038427
gp_2727	ENSG00000038427
gp_2728	ENSG00000038427
gp_2729	ENSG00000038427
gp_2730	ENSG00000038427
gp_2731	ENSG00000038427
gp_2732	ENSG00000038427
gp_2733	ENSG00000038427
gp_2734	ENSG00000038427
gp_2735	ENSG00000038427
gp_2736	ENSG00000038427
gp_2737	ENSG00000038427
gp_2738	ENSG00000038427
gp_2739	ENSG00000038427
gp_2740	ENSG00000038427
gp_2741	ENSG00000038427
gp_2742	ENSG00000038427
gp_2743	ENSG00000038427
gp_2744	ENSG00000038427
gp_2745	ENSG00000038427
gp_2746	ENSG00000038427
gp_2747	ENSG00000038427
gp_2748	ENSG00000038427
gp_2749	ENSG00000038427
gp_2750	ENSG00000038427
gp_2751	ENSG00000038427
gp_2752	ENSG00000038427
gp_2753	ENSG00000038427
gp_2754	ENSG00000038427
gp_2755	ENSG00000038427
gp_2756	ENSG00000038427
gp_2757	ENSG00000038427
gp_2758	ENSG00000038427
gp_2759	ENSG00000038427
gp_2760	ENSG00000038427
gp_2761	ENSG00000038427
gp_2762	ENSG00000038427
gp_2763	ENSG00000038427
gp_2764	ENSG00000038427
gp_2765	ENSG00000038427
gp_2766	ENSG00000038427
gp_2767	ENSG00000038427
gp_2768	ENSG00000038427
gp_2769	ENSG00000038427
gp_2770	ENSG00000038427
gp_2771	ENSG00000038427
gp_2772	ENSG00000038427
gp_2773	ENSG00000038427
gp_2774	ENSG00000038427
gp_2775	ENSG00000105409
gp_2776	ENSG00000105409
gp_2777	ENSG00000105409
gp_2778	ENSG00000186395
gp_2779	ENSG00000186395
gp_2780	ENSG00000155660
gp_2781	ENSG00000148218
gp_2782	ENSG00000117525
gp_2783	ENSG00000117525
gp_2784	ENSG00000117525
gp_2785	ENSG00000117525
gp_2786	ENSG00000117525
gp_2787	ENSG00000117525
gp_2788	ENSG00000117525
gp_2789	ENSG00000117525
gp_2790	ENSG00000117525
gp_2791	ENSG00000117525
gp_2792	ENSG00000117525
gp_2793	ENSG00000117525
gp_2794	ENSG00000117525
gp_2795	ENSG00000117525
gp_2796	ENSG00000117525
gp_2797	ENSG00000117525
gp_2798	ENSG00000117525
gp_2799	ENSG00000117525
gp_2800	ENSG00000140374
gp_2801	ENSG00000131095
gp_2802	ENSG00000131095
gp_2803	ENSG00000131095
gp_2804	ENSG00000131095
gp_2805	ENSG00000131095
gp_2806	ENSG00000131095
gp_2807	ENSG00000131095
gp_2808	ENSG00000131095
gp_2809	ENSG00000131095
gp_2810	ENSG00000131095
gp_2811	ENSG00000131095
gp_2812	ENSG00000131095
gp_2813	ENSG00000130175
gp_2814	ENSG00000130175
gp_2815	ENSG00000130175
gp_2816	ENSG00000130175
gp_2817	ENSG00000130175
gp_2818	ENSG00000130175
gp_2819	ENSG00000130175
gp_2820	ENSG00000130175
gp_2821	ENSG00000160752
gp_2822	ENSG00000135678
gp_2823	ENSG00000135678
gp_2824	ENSG00000135678
gp_2825	ENSG00000135678
gp_2826	ENSG00000135678
gp_2827	ENSG00000135678
gp_2828	ENSG00000129244
gp_2829	ENSG00000129244
gp_2830	ENSG00000129244
gp_2831	ENSG00000129244
gp_2832	ENSG00000129244
gp_2833	ENSG00000129244
gp_2834	ENSG00000129244
gp_2835	ENSG00000129244
gp_2836	ENSG00000129244
gp_2837	ENSG00000129244
gp_2838	ENSG00000129244
gp_2839	ENSG00000129244
gp_2840	ENSG00000129244
gp_2841	ENSG00000129244
gp_2842	ENSG00000129244
gp_2843	ENSG00000129244
gp_2844	ENSG00000129244
gp_2845	ENSG00000129244
gp_2846	ENSG00000129244
gp_2847	ENSG00000129244
gp_2848	ENSG00000129244
gp_2849	ENSG00000129244
gp_2850	ENSG00000129244
gp_2851	ENSG00000129244
gp_2852	ENSG00000129244
gp_2853	ENSG00000129244
gp_2854	ENSG00000129244
gp_2855	ENSG00000129244
gp_2856	ENSG00000129244
gp_2857	ENSG00000129244
gp_2858	ENSG00000129244
gp_2859	ENSG00000129244
gp_2860	ENSG00000129244
gp_2861	ENSG00000129244
gp_2862	ENSG00000129244
gp_2863	ENSG00000129244
gp_2864	ENSG00000129244
gp_2865	ENSG00000129244
gp_2866	ENSG00000129244
gp_2867	ENSG00000129244
gp_2868	ENSG00000129244
gp_2869	ENSG00000129244
gp_2870	ENSG00000129244
gp_2871	ENSG00000129244
gp_2872	ENSG00000129244
gp_2873	ENSG00000129244
gp_2874	ENSG00000129244
gp_2875	ENSG00000129244
gp_2876	ENSG00000129244
gp_2877	ENSG00000129244
gp_2878	ENSG00000129244
gp_2879	ENSG00000129244
gp_2880	ENSG00000129244
gp_2881	ENSG00000129244
gp_2882	ENSG00000129244
gp_2883	ENSG00000129244
gp_2884	ENSG00000129244
gp_2885	ENSG00000129244
gp_2886	ENSG00000129244
gp_2887	ENSG00000129244
gp_2888	ENSG00000129244
gp_2889	ENSG00000129244
gp_2890	ENSG00000129244
gp_2891	ENSG00000129244
gp_2892	ENSG00000129244
gp_2893	ENSG00000129244
gp_2894	ENSG00000129244
gp_2895	ENSG00000129244
gp_2896	ENSG00000129244
gp_2897	ENSG00000129244
gp_2898	ENSG00000129244
gp_2899	ENSG00000129244
gp_2900	ENSG00000129244
gp_2901	ENSG00000129244
gp_2902	ENSG00000129244
gp_2903	ENSG00000129244
gp_2904	ENSG00000129244
gp_2905	ENSG00000129244
gp_2906	ENSG00000129244
gp_2907	ENSG00000129244
gp_2908	ENSG00000129244
gp_2909	ENSG00000129244
gp_2910	ENSG00000129244
gp_2911	ENSG00000129244
gp_2912	ENSG00000129244
gp_2913	ENSG00000129244
gp_2914	ENSG00000129244
gp_2915	ENSG00000129244
gp_2916	ENSG00000129244
gp_2917	ENSG00000129244
gp_2918	ENSG00000129244
gp_2919	ENSG00000129244
gp_2920	ENSG00000129244
gp_2921	ENSG00000129244
gp_2922	ENSG00000129244
gp_2923	ENSG00000129244
gp_2924	ENSG00000067225
gp_2925	ENSG00000067225
gp_2926	ENSG00000067225
gp_2927	ENSG00000067225
gp_2928	ENSG00000067225
gp_2929	ENSG00000067225
gp_2930	ENSG00000067225
gp_2931	ENSG00000067225
gp_2932	ENSG00000067225
gp_2933	ENSG00000067225
gp_2934	ENSG00000067225
gp_2935	ENSG00000067225
gp_2936	ENSG00000067225
gp_2937	ENSG00000166598
gp_2938	ENSG00000166598
gp_2939	ENSG00000166598
gp_2940	ENSG00000166598
gp_2941	ENSG00000166598
gp_2942	ENSG00000166598
gp_2943	ENSG00000166598
gp_2944	ENSG00000166598
gp_2945	ENSG00000166598
gp_2946	ENSG00000166598
gp_2947	ENSG00000166598
gp_2948	ENSG00000166598
gp_2949	ENSG00000166598
gp_2950	ENSG00000166598
gp_2951	ENSG00000166598
gp_2952	ENSG00000166598
gp_2953	ENSG00000166598
gp_2954	ENSG00000166598
gp_2955	ENSG00000166598
gp_2956	ENSG00000166598
gp_2957	ENSG00000166598
gp_2958	ENSG00000166598
gp_2959	ENSG00000166598
gp_2960	ENSG00000166598
gp_2961	ENSG00000166598
gp_2962	ENSG00000166598
gp_2963	ENSG00000166598
gp_2964	ENSG00000166598
gp_2965	ENSG00000166598
gp_2966	ENSG00000166598
gp_2967	ENSG00000166598
gp_2968	ENSG00000166598
gp_2969	ENSG00000166598
gp_2970	ENSG00000166598
gp_2971	ENSG00000166598
gp_2972	ENSG00000166598
gp_2973	ENSG00000166598
gp_2974	ENSG00000166598
gp_2975	ENSG00000166598
gp_2976	ENSG00000166598
gp_2977	ENSG00000166598
gp_2978	ENSG00000022355
gp_2979	ENSG00000022355
gp_2980	ENSG00000022355
gp_2981	ENSG00000022355
gp_2982	ENSG00000022355
gp_2983	ENSG00000022355
gp_2984	ENSG00000151834
gp_2985	ENSG00000022355
gp_2986	ENSG00000022355
gp_2987	ENSG00000151834
gp_2988	ENSG00000022355
gp_2989	ENSG00000022355
gp_2990	ENSG00000151834
gp_2991	ENSG00000022355
gp_2992	ENSG00000022355
gp_2993	ENSG00000022355
gp_2994	ENSG00000156467
gp_2995	ENSG00000156467
gp_2996	ENSG00000156467
gp_2997	ENSG00000156467
gp_2998	ENSG00000135821
gp_2999	ENSG00000085662
gp_3000	ENSG00000166825
gp_3001	ENSG00000166825
gp_3002	ENSG00000092820
gp_3003	ENSG00000137710
gp_3004	ENSG00000243678
gp_3005	ENSG00000239672
gp_3006	ENSG00000135677
gp_3007	ENSG00000135677
gp_3008	ENSG00000135677
gp_3009	ENSG00000135677
gp_3010	ENSG00000135677
gp_3011	ENSG00000135677
gp_3012	ENSG00000135677
gp_3013	ENSG00000113273
gp_3014	ENSG00000113273
gp_3015	ENSG00000113273
gp_3016	ENSG00000113273
gp_3017	ENSG00000113273
gp_3018	ENSG00000113273
gp_3019	ENSG00000113273
gp_3020	ENSG00000026508
gp_3021	ENSG00000026508
gp_3022	ENSG00000026508
gp_3023	ENSG00000124588
gp_3024	ENSG00000157766
gp_3025	ENSG00000157766
gp_3026	ENSG00000157766
gp_3027	ENSG00000157766
gp_3028	ENSG00000157766
gp_3029	ENSG00000157766
gp_3030	ENSG00000157766
gp_3031	ENSG00000157766
gp_3032	ENSG00000157766
gp_3033	ENSG00000157766
gp_3034	ENSG00000157766
gp_3035	ENSG00000157766
gp_3036	ENSG00000157766
gp_3037	ENSG00000157766
gp_3038	ENSG00000157766
gp_3039	ENSG00000157766
gp_3040	ENSG00000157766
gp_3041	ENSG00000157766
gp_3042	ENSG00000157766
gp_3043	ENSG00000157766
gp_3044	ENSG00000157766
gp_3045	ENSG00000157766
gp_3046	ENSG00000157766
gp_3047	ENSG00000157766
gp_3048	ENSG00000157766
gp_3049	ENSG00000157766
gp_3050	ENSG00000157766
gp_3051	ENSG00000157766
gp_3052	ENSG00000157766
gp_3053	ENSG00000157766
gp_3054	ENSG00000157766
gp_3055	ENSG00000157766
gp_3056	ENSG00000157766
gp_3057	ENSG00000157766
gp_3058	ENSG00000157766
gp_3059	ENSG00000132470
gp_3060	ENSG00000132470
gp_3061	ENSG00000170266
gp_3062	ENSG00000170266
gp_3063	ENSG00000125851
gp_3064	ENSG00000125851
gp_3065	ENSG00000125851
gp_3066	ENSG00000125851
gp_3067	ENSG00000125851
gp_3068	ENSG00000125851
gp_3069	ENSG00000109472
gp_3070	ENSG00000109472
gp_3071	ENSG00000109472
gp_3072	ENSG00000109472
gp_3073	ENSG00000109472
gp_3074	ENSG00000109472
gp_3075	ENSG00000109472
gp_3076	ENSG00000109472
gp_3077	ENSG00000109472
gp_3078	ENSG00000109472
gp_3079	ENSG00000109472
gp_3080	ENSG00000109472
gp_3081	ENSG00000109472
gp_3082	ENSG00000109472
gp_3083	ENSG00000109472
gp_3084	ENSG00000109472
gp_3085	ENSG00000109472
gp_3086	ENSG00000109472
gp_3087	ENSG00000109472
gp_3088	ENSG00000109472
gp_3089	ENSG00000109472
gp_3090	ENSG00000109472
gp_3091	ENSG00000109472
gp_3092	ENSG00000109472
gp_3093	ENSG00000109472
gp_3094	ENSG00000109472
gp_3095	ENSG00000109472
gp_3096	ENSG00000109472
gp_3097	ENSG00000109472
gp_3103	ENSG00000198951
gp_3104	ENSG00000198951
gp_3105	ENSG00000198951
gp_3106	ENSG00000198951
gp_3107	ENSG00000198951
gp_3108	ENSG00000120053
gp_3109	ENSG00000120053
gp_3110	ENSG00000120053
gp_3111	ENSG00000120053
gp_3112	ENSG00000164171
gp_3113	ENSG00000164171
gp_3114	ENSG00000164171
gp_3115	ENSG00000164171
gp_3116	ENSG00000164171
gp_3117	ENSG00000164171
gp_3118	ENSG00000164171
gp_3119	ENSG00000196139
gp_3120	ENSG00000099795
gp_3121	ENSG00000008056
gp_3122	ENSG00000008056
gp_3123	ENSG00000008056
gp_3124	ENSG00000008056
gp_3125	ENSG00000008056
gp_3126	ENSG00000008056
gp_3127	ENSG00000141959
gp_3128	ENSG00000141959
gp_3129	ENSG00000102755
gp_3130	ENSG00000082781
gp_3131	ENSG00000035403
gp_3132	ENSG00000163288
gp_3133	ENSG00000163288
gp_3134	ENSG00000163288
gp_3135	ENSG00000163288
gp_3136	ENSG00000163288
gp_3137	ENSG00000163288
gp_3138	ENSG00000163288
gp_3139	ENSG00000163288
gp_3140	ENSG00000163288
gp_3141	ENSG00000163288
gp_3142	ENSG00000163288
gp_3143	ENSG00000163288
gp_3144	ENSG00000113327
gp_3145	ENSG00000113327
gp_3146	ENSG00000113327
gp_3147	ENSG00000113327
gp_3148	ENSG00000113327
gp_3149	ENSG00000113327
gp_3150	ENSG00000113327
gp_3151	ENSG00000171314
gp_3152	ENSG00000171314
gp_3153	ENSG00000171314
gp_3154	ENSG00000154723
gp_3155	ENSG00000154723
gp_3156	ENSG00000170558
gp_3157	ENSG00000170558
gp_3158	ENSG00000170558
gp_3159	ENSG00000170558
gp_3160	ENSG00000170558
gp_3161	ENSG00000170558
gp_3162	ENSG00000170558
gp_3163	ENSG00000170558
gp_3164	ENSG00000170558
gp_3165	ENSG00000170558
gp_3166	ENSG00000170558
gp_3167	ENSG00000170558
gp_3168	ENSG00000170558
gp_3169	ENSG00000170558
gp_3170	ENSG00000170558
gp_3171	ENSG00000170558
gp_3172	ENSG00000170558
gp_3173	ENSG00000170558
gp_3174	ENSG00000170558
gp_3175	ENSG00000170558
gp_3176	ENSG00000170558
gp_3177	ENSG00000170558
gp_3178	ENSG00000170558
gp_3179	ENSG00000170558
gp_3180	ENSG00000170558
gp_3181	ENSG00000170558
gp_3182	ENSG00000127324
gp_3183	ENSG00000127324
gp_3184	ENSG00000127324
gp_3185	ENSG00000156515
gp_3186	ENSG00000156515
gp_3187	ENSG00000156515
gp_3188	ENSG00000156515
gp_3189	ENSG00000156515
gp_3190	ENSG00000156515
gp_3191	ENSG00000156515
gp_3192	ENSG00000156515
gp_3193	ENSG00000156515
